Date	85Kr [Bq/cbm air]	Kr85_error [Bq/cbm air]
10-08-09	1.422	0.04266
17-08-09	1.701	0.05103
24-08-09	1.571	0.04713
31-08-09	2.953	0.08859
07-09-09	1.848	0.05544
14-09-09	1.466	0.04398
21-09-09	2.4	0.072
28-09-09	1.602	0.04806
05-10-09	1.718	0.05154
12-10-09	1.474	0.04422
19-10-09	1.447	0.04341
26-10-09	1.422	0.04266
02-11-09	1.451	0.04353
09-11-09	1.41	0.0423
16-11-09	1.351	0.04053
23-11-09	1.386	0.04158
30-11-09	1.346	0.04038
14-12-09	1.346	0.04038
21-12-09	1.4	0.042
28-12-09	1.343	0.04029
04-01-10	1.458	0.04374
11-01-10	1.4	0.042
18-01-10	1.379	0.04137
25-01-10	1.741	0.05223
01-02-10	1.929	0.05787
08-02-10	1.537	0.04611
16-02-10	1.851	0.05553
22-02-10	1.427	0.04281
01-03-10	1.57	0.0471
08-03-10	1.542	0.04626
15-03-10	1.844	0.05532
22-03-10	1.455	0.04365
29-03-10	1.723	0.05169
06-04-10	1.723	0.05169
12-04-10	1.546	0.04638
19-04-10	1.895	0.05685
26-04-10	2.492	0.07476
03-05-10	1.6	0.048
10-05-10	1.857	0.05571
17-05-10	1.943	0.05829
25-05-10	2.218	0.06654
31-05-10	1.79	0.0537
07-06-10	1.674	0.05022
14-06-10	1.542	0.04626
21-06-10	1.498	0.04494
28-06-10	1.665	0.04995
05-07-10	1.912	0.05736
12-07-10	1.486	0.04458
19-07-10	1.509	0.04527
26-07-10	1.605	0.04815
02-08-10	1.486	0.04458
09-08-10	1.408	0.04224
16-08-10	1.603	0.04809
23-08-10	1.467	0.04401
30-08-10	1.432	0.04296
06-09-10	1.537	0.04611
13-09-10	1.614	0.04842
20-09-10	1.494	0.04482
27-09-10	1.901	0.05703
04-10-10	1.687	0.05061
11-10-10	1.441	0.04323
18-10-10	1.559	0.04677
25-10-10	1.408	0.04224
02-11-10	1.471	0.04413
08-11-10	1.508	0.04524
15-11-10	1.487	0.04461
22-11-10	1.492	0.04476
29-11-10	1.481	0.04443
06-12-10	1.467	0.04401
13-12-10	1.384	0.04152
20-12-10	1.418	0.04254
27-12-10	1.457	0.04371
03-01-11	1.442	0.04326
10-01-11	1.505	0.04515
17-01-11	1.5	0.045
24-01-11	1.735	0.05205
31-01-11	1.511	0.04533
07-02-11	1.371	0.04113
14-02-11	1.418	0.04254
21-02-11	1.621	0.04863
28-02-11	1.483	0.04449
07-03-11	1.457	0.04371
14-03-11	2.113	0.06339
21-03-11	1.528	0.04584
28-03-11	1.464	0.04392
04-04-11	1.774	0.05322
11-04-11	1.723	0.05169
18-04-11	1.508	0.04524
25-04-11	1.46	0.0438
02-05-11	1.595	0.04785
09-05-11	2.081	0.06243
16-05-11	1.824	0.05472
23-05-11	1.712	0.05136
30-05-11	1.685	0.05055
06-06-11	1.734	0.05202
14-06-11	1.46	0.0438
20-06-11	1.491	0.04473
27-06-11	1.701	0.05103
04-07-11	1.483	0.04449
11-07-11	1.46	0.0438
18-07-11	1.661	0.04983
25-07-11	1.542	0.04626
01-08-11	1.471	0.04413
08-08-11	1.562	0.04686
15-08-11	1.399	0.04197
22-08-11	1.399	0.04197
29-08-11	1.439	0.04317
05-09-11	1.376	0.04128
12-09-11	1.561	0.04683
19-09-11	1.962	0.05886
26-09-11	1.513	0.04539
04-10-11	1.914	0.05742
10-10-11	1.888	0.05664
17-10-11	1.866	0.05598
24-10-11	1.494	0.04482
31-10-11	1.375	0.04125
07-11-11	1.459	0.04377
14-11-11	1.423	0.04269
21-11-11	1.672	0.05016
28-11-11	1.595	0.04785
05-12-11	1.811	0.05433
12-12-11	1.715	0.05145
19-12-11	2.127	0.06381
27-12-11	1.64	0.0492
02-01-12	1.474	0.04422
09-01-12	1.469	0.04407
16-01-12	1.531	0.04593
23-01-12	1.788	0.05364
30-01-12	1.466	0.04398
06-02-12	1.488	0.04464
13-02-12	1.525	0.04575
21-02-12	1.444	0.04332
27-02-12	1.546	0.04638
05-03-12	2.178	0.06534
12-03-12	1.634	0.04902
19-03-12	1.457	0.04371
26-03-12	1.462	0.04386
02-04-12	1.548	0.04644
10-04-12	1.698	0.05094
16-04-12	1.602	0.04806
23-04-12	1.915	0.05745
30-04-12	1.794	0.05382
07-05-12	2.142	0.06426
14-05-12	1.573	0.04719
21-05-12	1.731	0.05193
29-05-12	2.347	0.07041
04-06-12	1.489	0.04467
11-06-12	1.954	0.05862
18-06-12	1.47	0.0441
25-06-12	1.448	0.04344
02-07-12	1.473	0.04419
09-07-12	1.545	0.04635
16-07-12	1.421	0.04263
23-07-12	1.422	0.04266
30-07-12	1.414	0.04242
06-08-12	1.396	0.04188
13-08-12	1.403	0.04209
20-08-12	1.508	0.04524
27-08-12	1.509	0.04527
03-09-12	1.424	0.04272
10-09-12	1.411	0.04233
17-09-12	1.62	0.0486
24-09-12	2.396	0.07188
01-10-12	1.984	0.05952
08-10-12	1.549	0.04647
15-10-12	1.6	0.048
22-10-12	1.451	0.04353
29-10-12	1.602	0.04806
05-11-12	2.009	0.06027
12-11-12	1.51	0.0453
19-11-12	1.465	0.04395
26-11-12	1.706	0.05118
03-12-12	1.714	0.05142
10-12-12	1.47	0.0441
17-12-12	1.44	0.0432
31-12-12	1.437	0.04311
07-01-13	1.542	0.04626
14-01-13	1.599	0.04797
21-01-13	2.159	0.06477
28-01-13	1.514	0.04542
04-02-13	1.593	0.04779
12-02-13	1.483	0.04449
18-02-13	1.442	0.04326
25-02-13	1.4	0.042
04-03-13	1.361	0.04083
11-03-13	1.405	0.04215
18-03-13	1.409	0.04227
25-03-13	1.39	0..0417
02-04-13	1.389	0.04167
08-04-13	1.399	0.04197
15-04-13	1.395	0.04185
22-04-13	1.445	0.04335
29-04-13	1.958	0.05874
06-05-13	1.766	0.05298
13-05-13	1.863	0.05589
21-05-13	1.531	0.04593
27-05-13	1.58	0.0474
03-06-13	1.428	0.04284
10-06-13	1.425	0.04275
17-06-13	1.464	0.04392
24-06-13	1.913	0.05739
01-07-13	3.855	0.11565
08-07-13	1.432	0.04296
15-07-13	1.446	0.04338
22-07-13	1.416	0.04248
29-07-13	1.409	0.04227
05-08-13	1.898	0.05694
12-08-13	1.879	0.05637
19-08-13	2.135	0.06405
26-08-13	3.187	0.09561
02-09-13	1.736	0.05208
09-09-13	2.529	0.07587
16-09-13	2.01	0.0603
23-09-13	1.604	0.04812
30-09-13	1.559	0.04677
07-10-13	1.58	0.0474
14-10-13	2.14	0.0642
21-10-13	1.369	0.04107
28-10-13	1.669	0.05007
04-11-13	1.532	0.04596
11-11-13	1.655	0.04965
18-11-13	1.63	0.0489
25-11-13	1.655	0.04965
02-12-13	3.285	0.09855
09-12-13	3.353	0.10059
16-12-13	1.485	0.04455
23-12-13	1.467	0.04401
30-12-13	1.446	0.04338
07-01-14	1.418	0.04254
13-01-14	1.428	0.04284
20-01-14	1.435	0.04305
27-01-14	1.427	0.04281
03-02-14	1.407	0.04221
10-02-14	1.685	0.05055
17-02-14	1.453	0.04359
24-02-14	1.651	0.04953
04-03-14	1.578	0.04734
10-03-14	4.626	0.13878
17-03-14	3.439	0.10317
24-03-14	1.777	0.05331
31-03-14	3.237	0.09711
07-04-14	2.148	0.06444
14-04-14	1.678	0.05034
22-04-14	1.834	0.05502
28-04-14	1.782	0.05346
05-05-14	1.508	0.04524
12-05-14	1.864	0.05592
19-05-14	1.555	0.04665
26-05-14	2.283	0.06849
02-06-14	1.549	0.04647
10-06-14	1.664	0.04992
16-06-14	1.503	0.04509
23-06-14	1.649	0.04947
30-06-14	1.635	0.04905
07-07-14	2.039	0.06117
14-07-14	1.727	0.05181
21-07-14	1.499	0.04497
28-07-14	1.584	0.04752
04-08-14	1.576	0.04728
11-08-14	1.628	0.04884
18-08-14	2.025	0.06075
25-08-14	1.418	0.04254
01-09-14	1.729	0.05187
08-09-14	1.568	0.04704
15-09-14	1.419	0.04257
22-09-14	1.422	0.04266
29-09-14	1.391	0.04173
06-10-14	1.37	0.0411
13-10-14	1.4	0.042
20-10-14	1.484	0.04452
27-10-14	1.422	0.04266
03-11-14	1.483	0.04449
10-11-14	1.352	0.04056
17-11-14	1.853	0.05559
24-11-14	1.435	0.04305
01-12-14	1.491	0.04473
08-12-14	1.729	0.05187
15-12-14	2.339	0.07017
22-12-14	1.8	0.054
29-12-14	1.617	0.04851
05-01-15	1.588	0.04764
12-01-15	1.494	0.04482
19-01-15	1.579	0.04737
26-01-15	1.981	0.05943
02-02-15	1.512	0.04536
09-02-15	1.433	0.04299
17-02-15	1.423	0.04269
23-02-15	1.637	0.04911
02-03-15	1.662	0.04986
09-03-15	1.478	0.04434
16-03-15	1.441	0.04323
23-03-15	1.808	0.05424
30-03-15	2.419	0.07257
07-04-15	1.488	0.04464
13-04-15	1.62	0.0486
20-04-15	1.43	0.0429
27-04-15	1.785	0.05355
04-05-15	1.467	0.04401
11-05-15	2.637	0.07911
18-05-15	1.671	0.05013
26-05-15	1.619	0.04857
01-06-15	1.759	0.05277
08-06-15	1.521	0.04563
15-06-15	1.88	0.0564
22-06-15	1.528	0.04584
29-06-15	2.609	0.07827
01-07-15	1.806	0.05418
06-07-15	2.537	0.07611
13-07-15	1.698	0.05094
20-07-15	2.553	0.07659
27-07-15	2.525	0.07575
03-08-15	1.762	0.05286
10-08-15	2.139	0.06417
17-08-15	1.639	0.04917
24-08-15	1.42	0.0426
31-08-15	2.391	0.07173
07-09-15	1.491	0.04473
14-09-15	1.522	0.04566
21-09-15	1.562	0.04686
28-09-15	1.492	0.04476
05-10-15	1.451	0.04353
12-10-15	1.536	0.04608
19-10-15	1.551	0.04653
26-10-15	1.454	0.04362
02-11-15	1.42	0.0426
09-11-15	1.424	0.04272
16-11-15	1.539	0.04617
23-11-15	1.608	0.04824
30-11-15	1.432	0.04296
07-12-15	1.746	0.05238
14-12-15	1.436	0.04308
21-12-15	1.422	0.04266
28-12-15	1.457	0.04371
04-01-16	1.466	0.04398
11-01-16	1.601	0.04803
18-01-16	1.666	0.04998
25-01-16	1.66	0.0498
01-02-16	1.866	0.05598
09-02-16	1.661	0.04983
15-02-16	1.769	0.05307
22-02-16	1.631	0.04893
29-02-16	1.747	0.05241
07-03-16	1.658	0.04974
14-03-16	1.581	0.04743
21-03-16	1.832	0.05496
29-03-16	1.707	0.05121
04-04-16	1.792	0.05376
11-04-16	1.715	0.05145
18-04-16	2.525	0.07575
25-04-16	2.575	0.07725
02-05-16	1.69	0.0507
09-05-16	1.596	0.04788
17-05-16	2.616	0.07848
23-05-16	2.123	0.06369
30-05-16	2.173	0.06519
06-06-16	2.152	0.06456
13-06-16	1.796	0.05388
20-06-16	2.056	0.06168
27-06-16	1.643	0.04929
04-07-16	4.092	0.12276
11-07-16	2.046	0.06138
18-07-16	1.861	0.05583
25-07-16	3.563	0.10689
01-08-16	4.55	0.1365
08-08-16	3.145	0.09435
15-08-16	2.034	0.06102
22-08-16	1.924	0.05772
29-08-16	2.008	0.06024
05-09-16	1.754	0.05262
12-09-16	1.617	0.04851
19-09-16	1.601	0.04803
26-09-16	1.536	0.04608
04-10-16	1.569	0.04707
10-10-16	1.56	0.0468
17-10-16	1.492	0.04476
24-10-16	1.512	0.04536
31-10-16	1.48	0.0444
07-11-16	1.5	0.045
14-11-16	1.448	0.04344
28-11-16	1.498	0.04494
05-12-16	1.44	0.0432
12-12-16	1.549	0.04647
19-12-16	1.51	0.0453
27-12-16	1.478	0.04434
02-01-17	1.515	0.04545
09-01-17	1.786	0.05358
16-01-17	1.512	0.04536
23-01-17	1.529	0.04587
30-01-17	1.425	0.04275
06-02-17	1.565	0.04695
13-02-17	2.071	0.06213
20-02-17	1.653	0.04959
28-02-17	1.444	0.04332
06-03-17	1.873	0.05619
13-03-17	1.513	0.04539
20-03-17	1.516	0.04548
27-03-17	1.531	0.04593
03-04-17	1.545	0.04635
10-04-17	2.707	0.08121
18-04-17	1.515	0.04545
24-04-17	1.575	0.04725
02-05-17	1.469	0.04407
08-05-17	1.602	0.04806
15-05-17	1.725	0.05175
22-05-17	2.106	0.06318
29-05-17	3.653	0.10959
06-06-17	1.535	0.04605
12-06-17	4.008	0.12024
19-06-17	3.724	0.11172
26-06-17	2.003	0.06009
03-07-17	2.45	0.0735
10-07-17	1.87	0.0561
17-07-17	1.67	0.0501
24-07-17	2.1	0.063
31-07-17	2.2	0.066
07-08-17	1.97	0.0591
14-08-17	1.92	0.0576
21-08-17	3.16	0.0948
28-08-17	2.12	0.0636
04-09-17	3.48	0.1044
11-09-17	1.61	0.0483
18-09-17	1.82	0.0546
25-09-17	1.67	0.0501
02-10-17	1.63	0.0489
09-10-17	1.57	0.0471
16-10-17	1.47	0.0441
16-10-17	1.47	0.0441
23-10-17	1.48	0.0444
30-10-17	1.5	0.045
06-11-17	1.48	0.0444
13-11-17	1.51	0.0453
20-11-17	1.47	0.0441
27-11-17	1.46	0.0438
04-12-17	1.46	0.0438
11-12-17	1.52	0.0456
18-12-17	1.44	0.0432
27-12-17	1.43	0.0429
02-01-18	1.46	0.0438
08-01-18	1.43	0.0429
15-01-18	1.39	0.0417
22-01-18	1.44	0.0432
29-01-18	1.57	0.0471
05-02-18	1.5	0.045
13-02-18	1.4	0.042
19-02-18	1.44	0.0432
26-02-18	1.6	0.048
05-03-18	1.53	0.0459
12-03-18	2.29	0.0687
19-03-18	2.18	0.0654
26-03-18	1.97	0.0591
03-04-18	1.59	0.0477
09-04-18	1.49	0.0447
16-04-18	1.54	0.0462
23-04-18	1.57	0.0471
30-04-18	2.4	0.072
07-05-18	1.91	0.0573
14-05-18	1.46	0.0438
22-05-18	1.43	0.0429
28-05-18	1.41	0.0423
04-06-18	1.4	0.042
11-06-18	1.45	0.0435
18-06-18	1.6	0.048
25-06-18	1.44	0.0432
02-07-18	1.67	0.0501
09-07-18	1.5	0.045
16-07-18	2.75	0.0825
23-07-18	1.61	0.0483
30-07-18	1.51	0.0453
06-08-18	2.13	0.0639
13-08-18	3.65	0.1095
20-08-18	2.39	0.0717
27-08-18	2.71	0.0813
03-09-18	1.71	0.0513
10-09-18	1.6	0.048
17-09-18	1.53	0.0459
24-09-18	1.59	0.0477
01-10-18	1.49	0.0447
08-10-18	1.43	0.0429
15-10-18	1.43	0.0429
22-10-18	1.5	0.045
29-10-18	1.48	0.0444
05-11-18	1.42	0.0426
12-11-18	1.45	0.0435
19-11-18	1.46	0.0438
26-11-18	1.49	0.0447
03-12-18	1.51	0.0453
10-12-18	1.67	0.0501
17-12-18	1.59	0.0477
27-12-18	1.68	0.0504
02-01-19	1.564	0.04692
07-01-19	1.495	0.04485
14-01-19	1.523	0.04569
21-01-19	1.519	0.04557
28-01-19	1.45	0.0435
04-02-19	1.427	0.04281
11-02-19	1.466	0.04398
18-02-19	1.567	0.04701
25-02-19	1.675	0.05025
04-03-19	1.467	0.04401
11-03-19	1.68	0.0504
18-03-19	1.831	0.05493
25-03-19	1.553	0.04659
01-04-19	1.539	0.04617
08-04-19	1.462	0.04386
15-04-19	1.427	0.04281
23-04-19	1.714	0.05142
29-04-19	1.974	0.05922
06-05-19	1.652	0.04956
13-05-19	1.454	0.04362
20-05-19	1.506	0.04518
27-05-19	1.73	0.0519
03-06-19	1.415	0.04245
11-06-19	1.617	0.04851
17-06-19	2.443	0.07329
24-06-19	1.7	0.051
01-07-19	1.916	0.05748
08-07-19	1.598	0.04794
15-07-19	1.518	0.04554
22-07-19	1.638	0.04914
29-07-19	1.924	0.05772
05-08-19	1.59	0.0477
12-08-19	1.64	0.0492
19-08-19	1.93	0.0579
26-08-19	3.68	0.1104
02-09-19	2.38	0.0714
09-09-19	3.04	0.0912
16-09-19	1.68	0.0504
23-09-19	1.52	0.0456
30-09-19	1.67	0.0501
07-10-19	1.47	0.0441
14-10-19	1.42	0.0426
21-10-19	1.43	0.0429
28-10-19	1.44	0.0432
04-11-19	1.45	0.0435
11-11-19	1.75	0.0525
18-11-19	1.73	0.0519
25-11-19	1.49	0.0447
02-12-19	1.44	0.0432
09-12-19	1.52	0.0456
16-12-19	1.45	0.0435
23-12-19	1.54	0.0462
30-12-19	1.495	0.04485
07-01-20	1.837	0.05511
13-01-20	1.445	0.04335
20-01-20	1.458	0.04374
27-01-20	1.412	0.04236
03-02-20	1.471	0.04413
10-02-20	1.448	0.04344
17-02-20	1.596	0.04788
24-02-20	1.569	0.04707
02-03-20	1.831	0.05493
09-03-20	1.73	0.0519
16-03-20	1.442	0.04326
23-03-20	1.469	0.04407
30-03-20	1.417	0.04251
06-04-20	1.405	0.04215
14-04-20	1.403	0.04209
20-04-20	1.419	0.04257
27-04-20	1.669	0.05007
04-05-20	1.561	0.04683
11-05-20	1.426	0.04278
18-05-20	1.761	0.05283
25-05-20	1.49	0.0447
02-06-20	1.446	0.04338
08-06-20	1.46	0.0438
15-06-20	1.505	0.04515
22-06-20	1.472	0.04416
29-06-20	1.422	0.04266
06-07-20	1.815	0.05445
13-07-20	2.692	0.08076
